# generated on 2025-09-02 19:11:39.042695736 UTC with Config {startDate = 2021-08-01 00:00:00 UTC, endDate = 2025-08-01 00:00:00 UTC}
githubId,githubUsername,commits,merges
132691665,fabianhjr-dealengine,2,0
132694082,digtail,6,0
1327662,britter,26,0
13276717,vringar,13,0
13277,ches,1,0
132794625,TsubakiDev,2,0
13279982,freezeboy,6,0
132835,samueldr,176,68
132867585,fbewivpjsbsby,1,0
13287984,mohe2015,35,0
1328977,Sixstring982,11,0
1329034,Baltoli,3,0
1329212,zh4ngx,7,0
132921300,dev-nis,2,0
13294739,nikolarobottesla,20,0
13297896,Granddave,1,0
1329940,pstn,25,0
1330683,endocrimes,24,0
13309623,PhilTaken,3,0
13315636,TomatoCream,1,0
13316262,mjlbach,1,0
1331788,minfrin,2,0
1332211,benjaminkitt,1,0
1332289,Quentin-M,2,0
13324165,billewanick,24,0
1332504,voidzero,4,0
13326074,ericswpark,1,0
133280015,wrenix,3,0
1333891,asmir-abdulahovic,2,0
1334474,timstott,2,0
1334592,shymega,12,0
13347712,arduano,2,0
13348378,msfjarvis,125,0
1334841,msoos,1,0
133508953,13x1,1,0
133536278,steeb-k,1,0
133602,bjornfor,414,1381
13363876,abryko,1,0
13378502,Wulfsta,21,0
13383409,JuliusFreudenberger,81,0
13383509,NotMyFault,1,0
134032,seryl,1,0
13403842,florensie,4,0
13409956,YoshiRulz,6,0
134188288,bagelwaffle,4,0
1342360,anoadragon453,28,0
13426784,arcnmx,85,0
13428020,Patricol,1,0
1343820,derjohn,4,0
13441476,TheNexusAvenger,2,0
13449732,ralismark,12,0
13453436,metiulekm,11,0
134541524,SanderShark,1,0
134605846,i01011001,3,0
13461702,heitorPB,4,0
134618124,Krsnik,4,0
134703788,znaniye,20,0
13472805,networkhermit,1,0
134736553,EmanuelM153,4,0
1348,nwjsmith,6,0
13485450,emmanuelrosa,54,0
134872,Frostman,42,0
13489144,xbreak,1,0
13490857,Lyndeno,71,0
13498603,limwa,4,0
1349989,samlich,3,0
135014396,psentee,4,0
13502853,jpteb,4,0
135046711,Daru-san,30,0
135048882,haruki-nikaidou,1,0
135050157,ret2pop,3,0
135079815,ailsa-sun,4,0
1351279,f3rn0s,2,0
1351933,apoelstra,2,0
135209509,ORichterSec,8,0
135230,aycanirican,1,1
13523222,jacobfoard,7,0
13533446,damhiya,10,0
1353637,stasjok,18,0
13547699,lunik1,84,0
1355255,shofel,1,0
13552930,hensoko,10,0
13553903,trim21,14,0
13556969,Scandiravian,1,0
13556996,pedohorse,20,0
135617712,SebastianStork,1,0
13566135,expenses,9,0
13570458,TheArcaneBrony,4,0
135706,fkautz,11,0
135814375,secufoe,6,0
135843305,BruNeu,2,0
1358764,JamieMagee,116,0
135951230,lweqx,3,0
13599169,marijanp,26,0
13610073,udf,2,0
13611153,codingCoffee,1,0
13615209,isabelgk,1,0
1362807,blackheaven,13,0
1364300,pethin,1,0
1364576,theSuess,1,0
136461106,alan-groot,1,0
136485,cjab,4,0
1365231,alexymantha,2,0
1365692,ElvishJerricco,218,203
136596406,dummy987654321,1,0
1366419,rasendubi,3,1
1366654,koppor,5,0
136716995,thom-cameron,1,0
13674306,corsinpfister,1,0
1367895,jstranik,6,0
1367949,phrogg,2,0
13679876,fidgetingbits,19,0
136829858,Juul-Mc-Goa,5,0
136860407,realeinherjar,2,0
13689192,McSinyx,74,0
1368952,PedroHLC,288,0
13691729,Intuinewin,17,0
1369436,aplund,2,0
1369454,raymens,3,0
13696952,emccorson,1,0
137,josh,23,0
1370047,smaximov,1,0
13716477,lachrymaLF,3,0
1371873,mentalblock,1,0
13721712,kolaente,11,0
13730968,DieracDelta,34,0
1373271,qlonik,2,0
137337,dinvlad,1,0
1374914,MTRNord,2,0
1375043,Acconut,2,0
1375307,omares,2,0
13756536,jeevan-shikaram,1,0
13762043,soopyc,45,0
13764651,meierw,1,0
137805,ndl,32,0
137820334,max-amb,10,0
13782948,emonadeo,1,0
137852,hraban,108,0
1378630,isaozler,1,0
13791,lukego,17,0
13792812,rickvanprim,2,0
1379411,hax404,15,0
1379645,philipmw,9,0
13799656,Sironheart,4,0
138102,rrix,1,0
138120879,eldritch-cookie,7,0
138138196,someplaceguy,8,0
1381584,mitya57,9,0
138219,yisraeldov,3,0
13833860,VincentVanlaer,3,0
138403247,c-h-johnson,2,0
138496837,jla2000,3,0
138501839,rbpdt,1,0
13855668,burdzwastaken,1,0
1385934,JoaquinTrinanes,14,0
1386182,WTassoux,1,0
1386501,xentec,2,0
1387206,mikesperber,3,0
1388505,ari-becker,2,0
1388869,dbeecham,3,0
1389549,faithanalog,1,0
139,leahneukirchen,3,0
139003,rgrinberg,14,0
13901751,Vtec234,2,0
1390277,jacobtolar,1,0
139070605,Tsalair,1,0
139144,sgillespie,4,0
1391883,Thra11,17,0
13920281,CharlzKlug,1,0
13920346,Net-Mist,25,0
139251,teh,1,0
13933258,p-rintz,8,0
13937320,Dolphindalt,9,0
1393865,puppe,12,0
139437794,andreyplus,1,0
13945563,Dan-Theriault,4,0
13946976,Hentioe,12,0
139544537,transcaffeine,107,0
1395852,tylervick,1,0
139659,elcuervo,1,0
13966949,rudolfvesely,4,0
13974235,CaptainEureka,1,0
1397507,me-and,59,0
139873465,MichelleGranat,1,0
139889089,workingdoge,1,0
13994,tjkirch,1,0
1399702,Alfrheim,1,0
13999967,eryngion,3,0
14000949,tmarkov,3,0
14003886,ivan770,9,0
14004487,wilsonehusin,1,0
14004859,OleMussmann,2,0
1401179,herberteuler,50,0
140129227,yuta-hayama,2,0
14013,dsp,1,0
140198242,nulladmin1,1,0
140245703,Shiphan,3,0
140280062,corbinwunderlich,8,0
14031333,OlivierNicole,4,0
14034137,dit7ya,134,0
140352,tmiller,1,0
140354451,myclevorname,16,0
140370,ornicar,4,0
1404886,nekronos,3,0
140542,wentasah,118,0
14054505,piegamesde,360,206
140647311,kinzokudev,4,0
140660,madeddie,6,0
140662578,8aed,2,0
14077230,michaeldonovan,2,0
1407797,josqu4red,1,0
1408472,rtpg,1,0
140937,hzeller,137,0
14096356,MaxwellDupre,2,0
140964,pbsds,2032,4262
140968250,bpeetz,9,0
14101644,licebmi,1,0
1410808,boozedog,2,0
1411504,rypervenche,3,0
141208772,eownerdead,2,0
1412109,bflyblue,2,0
141233985,onurmercury,1,0
141240083,ellyxir,11,0
141248,r-vdp,304,202
14135816,geraldog,3,0
1414088,spwhitt,1,0
141430320,lcoogan,3,0
14147713,AntonLydike,1,0
1415312,voidcontext,1,0
14153763,milomg,3,0
14165909,dayofdoom,1,0
14172,timbertson,12,0
141733,camelpunch,22,0
1417523,kubek2k,1,0
141759313,lheintzmann1,2,0
14182218,rvem,5,3
141824,vkryachko,4,0
14183017,hackerncoder,13,0
1420272,avieth,2,0
1420313,jrick,5,0
142098,ean,4,0
142118899,matthiasdotsh,16,0
1421516,cariandrum22,1,0
14222236,AJCxZ0,1,0
1422583,hardselius,7,0
1422781,lostnet,13,0
14234815,RafaelKr,13,0
14235994,ftzm,1,0
1423612,loispostula,1,0
1424117,skeet70,2,0
14243154,requaos,1,0
142561048,weirdrock,7,0
14259816,meain,15,0
14261606,wrbbz,85,0
142632643,purrpurrn,8,0
14264576,twesterhout,27,0
142698,rossabaker,4,0
142717667,eklairs,2,0
142721811,Ligthiago,8,0
1427254,devplayer0,1,0
1429516,sirburpalot,2,0
143032436,Gurjaka,5,0
14309773,aduh95,148,0
14318391,srieger1,5,0
1432730,benley,32,135
14329097,l2dy,1,0
143312793,Anninzy,4,0
1433367,MarcFontaine,14,0
1434475,rossturk,3,0
143473,dankamongmen,3,0
14347895,yoav-lavi,18,0
14351657,blenderfreaky,23,0
14353896,afermg,2,0
143541718,the-sun-will-rise-tomorrow,23,0
14363193,deinferno,17,0
14365765,chz101,3,0
1436960,hrdinka,5,30
14372987,Simarra,25,0
1438690,chrispickard,2,0
143941235,ashish0kumar,6,0
144048441,Ometic,1,0
1440852,i-am-logger,8,0
14412,jhh,4,0
144260188,boralg,4,0
1443267,landorg,1,0
144328493,nanoyaki,5,0
1443499,jgoux,9,0
1443609,eirikwitt,1,0
144613,jmartindf,1,0
1447245,globin,24,72
144771550,Vonixxx,2,0
1448113,jneem,3,0
144847922,skissue,1,0
1448923,ckauhaus,1,0
1449319,pacien,191,0
1449493,jhol,15,0
144952,suvash,4,0
1449961,ogoid,4,0
1452440,acarrico,1,0
145295384,listsarah,2,0
14541978,LutzCle,9,0
14542417,PixelSergey,3,0
1454418,sjbodzo,3,0
14573967,mrityunjaygr8,4,0
145766029,PapayaJackal,24,0
145775305,xokdvium,253,25
145816,rawkode,6,0
145932302,seridescent,1,0
145969603,TheGiraffe3,8,0
145975416,starzation,4,0
146013,ryansch,1,0
1460403,arafangion,2,0
146045376,MeasureOneCodeTwice,2,0
14615,edrex,8,0
146267602,nixdrin,12,0
1462899,Drakonis,1,0
146413,posch,15,0
146524851,GinnyGlider,1,0
146656568,qubitnano,120,0
146672255,mirrorwitch,3,0
146714106,n3gative1,1,0
1469421,kinnison,2,0
1471395,robryk,26,0
147191,cwp,2,0
147256,mjoerg,179,0
1472826,maximsmol,2,0
147284,eraserhd,5,0
147345153,plebhash,3,0
1475583,Zebradil,5,0
1476338,v-ji,9,0
1476505,Dillonb,2,0
1476865,jigglycrumb,2,0
147722543,vunso,5,0
147778028,Cyclic4179,3,0
14790226,chivay,22,0
14790730,vimeh,3,0
14792994,tie,153,13
1479486,st3iny,1,0
1479555,schmittlauch,27,0
148037,nomeata,118,0
14805092,thomasfire,3,0
14806293,robsliwi,9,0
1481027,glittershark,2,0
1481268,pg83,1,0
148147150,curranosaurus,3,0
14816024,oxalica,156,0
14820934,raulsteurer,1,0
1482768,asbachb,35,0
14829269,RamKromberg,11,0
14830,Ramblurr,69,0
148379503,dsalwasser,2,0
14838767,antipatico,5,0
14840066,swesterfeld,2,0
14848887,yannick-mayeur,3,0
14859058,punesemu,1,0
148658708,Zacca007,2,0
1486626,versality,1,0
1486805,toonn,129,91
148750436,fhacloid,1,0
14876499,RoGryza,1,0
14882117,tetov,15,0
1488603,netixx,1,0
14886204,AnnaGraphic,1,0
148961679,plurpio,1,0
1489775,plietar,2,0
149073815,nix-julia,12,0
14908876,tobiaslieber,1,0
14910534,Riey,3,0
1491252,sshilovsky,3,0
14914796,AkechiShiro,21,0
14915246,DasenB,2,0
14922630,arti5an,2,0
14929991,h7x4,324,672
149323,devwout,1,0
14948648,tennysontbardwell,1,0
149513579,dybucc,2,0
14951559,hydrogenoxide,2,0
14952658,Freax13,5,0
14955039,justin-sleep,1,0
14962962,Toby222,3,0
14968212,braack,1,0
14969081,andrew-lele,1,0
1497212,Lederstrumpf,1,0
14977484,josephsurin,2,0
14990628,teshst,1,0
1499810,zlepper,8,0
15030658,Tarow,1,0
15041225,Silveere,1,0
1504424,ztmr,1,0
1504938,idleberg,3,0
1505378,alex-courtis,2,0
150545,ajgon,10,0
150560585,boltzmannrain,21,0
15064765,tshaynik,11,0
150680976,arthsmn,115,0
15069009,iCre8,2,0
15069839,veehaitch,149,0
150736012,delliottxyz,12,0
15075443,Skallwar,3,0
1508181,lmeunier,5,0
15090582,yqrashawn,2,0
15092984,colorodoxyz,1,0
150959,doriath,2,0
151087767,joaoymoreira,3,0
15115669,m1kethai,1,0
15121114,herbetom,57,0
151288161,noiioiu,10,0
1512913,wraithm,3,0
15132473,lucidph3nx,1,0
151337,nicknovitski,14,0
151338359,eleanor-k,2,0
15138131,christo-auer,2,0
151467774,Vanadium5000,2,0
15152190,xhalo32,6,0
151532,kangaroo,1,0
1515419,opsroller,1,0
15155608,SnO2WMaN,6,0
1516457,calbrecht,2,0
1516985,geluk,4,0
15170378,alarsyo,4,0
1517066,acairncross,3,0
15178513,yavko,1,0
15181236,Bricklou,6,0
15182482,dengelt,1,0
1518299,JoeDupuis,4,0
15185244,juuyokka,2,0
151924,sontek,3,0
15197176,arulagrawal,4,0
1519747,kubkon,1,0
1521126,pbrogan12,3,0
15217907,Luflosi,467,0
152181997,WWeapn,2,0
15223353,Nabile-Rahmani,2,0
15224715,pranaysashank,2,0
1522773,LaszloGombos,1,0
1523104,lucperkins,52,2
152318870,OluchiTheAnalyst,4,0
1523292,XBagon,11,0
15233006,Conni2461,53,3
152342,archevel,1,0
152398,lopter,6,0
15247171,NickCao,2189,26281
1525551,jwoudenberg,3,0
1525683,sheevy,2,0
1525767,vaibhavsagar,3,0
152716976,Zirconium419122,2,0
15278940,HeroGamers,1,0
1529052,jvanbruegge,97,0
1530244,erratic-pattern,1,0
15304894,NetaliDev,103,79
15312184,9999years,166,0
153149335,awwpotato,172,0
153175,amarshall,388,0
1532,nkpart,1,0
153218822,kyswtn,1,0
1532269,qsimpleq,2,0
15332,dmacvicar,1,0
1533244,ThatLurker,3,0
153365419,chitochi,4,0
15340641,Veroer,1,0
153411261,Reputable2772,5,0
153414530,lsf1re,2,0
15348986,oxters168,1,0
15349030,flomonster,1,0
15350,walkah,5,0
153512689,fsnkty,23,0
153538,avnik,46,0
153585330,jakedevs,2,0
1536838,jbgosselin,21,0
153698678,mimvoid,5,0
15369874,amesgen,100,0
15371828,hugolgst,3,0
15373888,keldu,1,0
15378834,teczito,2,0
153822813,bstanderline,18,0
1538607,kyren,4,0
1538622,OmnipotentEntity,16,0
154108,scm2342,9,0
1542224,Qyriad,11,0
154392,TristanCacqueray,13,0
154400,aib,1,0
1544760,dritter,62,0
1545895,tensor5,17,0
15473103,Siegema,6,0
154771146,jasper-clarke,1,0
1550265,idontgetoutmuch,3,0
155063357,matteobongio,11,0
1550763,wmeints,1,0
1552267,Alexnortung,50,0
1552853,tazjin,18,0
155296849,yadokani389,4,0
1553464,noamraph,40,0
155349375,hangonasecond,1,0
1553581,jrobsonchase,9,0
155507401,useranon350,4,0
155557914,vegamink,1,0
155569880,RungChungo,46,0
155576892,jiya-singhal,1,0
155603,matko,6,0
155665460,Ayush307K,1,0
1556683,christian-burger,1,0
155722885,helsinki-Jo,6,0
1557253,zebreus,25,0
15573098,pedorich-n,12,0
1559510,thepwagner,1,0
155987550,ophestra,9,0
156000062,baileyluTCD,3,0
15620712,ealap,1,0
156239,DeeUnderscore,126,0
156372486,jjacke13,2,0
1564252,Dekker1,1,0
15645854,patternspandemic,1,0
156560,williballenthin,2,0
15657735,bbjubjub2494,125,0
1565930,vivlim,1,0
1565989,Toboi,2,0
1567527,SEbbaDK,1,0
1568087,thinkrapido,1,0
15691342,yu64n,1,0
15693688,lucasew,262,0
156964,tboerger,14,0
15697697,Uthar,125,0
15707703,NRHelmi,2,0
1570926,twadleigh,1,0
1570964,rhendric,125,77
15709674,zeme-wana,1,0
1572058,leonardoce,1,0
157261,kolmodin,1,0
157274630,amuckstot30,5,0
157330,bburdette,164,0
15735913,jpathy,3,0
15742918,kuznetsss,4,0
157494086,allrealmsoflife,10,0
157521,thomie,3,0
1575834,michaeladler,148,0
1576598,autra,64,0
1576660,pingiun,8,0
157678,IreneKnapp,7,0
1577132,hartwork,6,0
15774340,DianaOlympos,2,0
15778,mattfawcett,1,0
157995226,IamPyu,1,0
1580,lamdor,2,0
15805292,Abdiramen,3,0
15808018,cherryman,1,0
15808519,mperlman1,1,0
15810674,FanShupei,1,0
158211,wanderer,2,0
158241,kazikcz,1,0
158313939,Kladki,1,0
15833376,proux01,160,0
1583343,hyqhyq3,8,0
15834328,nmouha,14,0
1583484,erosennin,3,0
15849936,dragospe,1,0
15851033,malvex,1,0
15852849,hucancode,1,0
15855440,kashw2,294,0
158568,mcmtroffaes,1,0
15858437,eintim,1,0
15860608,AntonHakansson,1,0
15869,brandonweeks,18,0
15876682,Wyn-Price,2,0
158768360,anewdi,3,0
1588935,rinx,5,0
158909,seitz,2,0
15893072,JoshVanL,11,0
15896005,MrMebelMan,16,0
15897251,addisonbeck,2,0
158999,divanorama,22,0
159054879,arminius-smh,21,0
15906939,tamara-schmitz,2,0
159099,gurjeet,2,0
15915043,OliverEvans96,2,0
1592,raja,2,0
1592375,hufman,11,0
159288204,lub-dub,3,0
159372832,TerryGarcia,6,0
15948162,YanniPapandreou,2,0
1595132,womfoo,9,0
1595907,carlthome,23,0
15961926,jdek,3,0
15964984,codgician,72,0
15967073,mbalatsko,765,0
1597330,lromor,6,0
15986681,sbruder,85,3
1599,Mange,5,0
159919,andreaswolf,1,0
160084,DanielSidhion,69,39
1601039,terrorbyte,3,0
16022267,Panakotta00,1,0
16022854,albertodvp,2,0
16023547,EmilioBarradas,2,0
16027994,nviets,44,0
160298,ghthor,9,0
160317,kristoff3r,1,0
160333,Vodurden,2,0
16033911,0xf61,1,0
160355435,matteo4375,1,0
16036882,tricktron,126,0
160447,datakurre,1,0
16049402,lokegustafsson,2,0
16057677,callumio,5,0
160581225,malik-n,1,0
16060205,DRSchlaubi,1,0
16062051,ralsei,1,0
16063,ehamberg,12,0
16063713,DAlperin,1,0
160646,arcuru,25,0
1607770,ulrikstrid,120,282
16081083,a-c-sreedhar-reddy,1,0
1608697,jensbin,8,0
160894,CyberShadow,40,0
16090663,f8thl3ss,2,0
16096709,InLaw,11,0
16100155,rskew,4,0
161082146,gytars,1,0
16120047,joshchngs,3,0
1613675,ARizzo35,2,0
16141806,exit-b,1,0
16143365,jwong101,1,0
1614945,ritave,1,0
16151097,tu-maurice,33,0
161540043,rc-zb,32,0
161558,skorpy2009,11,0
1616386,janisz,1,0
16170362,roman3pm,3,0
1618009,abread,6,0
16181067,fnune,6,0
1618343,fogti,23,0
161863235,taliyahwebb,9,0
161958668,elisesouche,4,0
16199912,xeniarose,4,0
16214296,Tim-Wsm,2,0
162156666,thenhnn,7,0
1621930,kamilchm,2,0
1622250,Aehmlo,1,0
1623826,bscubed,1,0
16240002,vilhelmbergsoe,2,0
16242158,xSke,1,0
1624253,MadnessASAP,1,0
16244495,RedEtherbloom,4,0
16244553,szkiba,2,0
16254029,Fournux,4,0
16267532,welteki,21,0
1627302,balacij,2,0
1627482,tstat,1,0
16279002,dmsck,5,0
16281175,lelongg,2,0
16294399,KoHcoJlb,1,0
16294801,avi-jois,2,0
16302294,jtraue,6,0
16307070,iosmanthus,7,0
16310411,jakub-pravda,2,0
1631166,TheNeikos,14,0
16312757,dsypniewski,1,0
163165,yuanw,1,0
1631737,medv,4,0
16330,bluescreen303,1,0
16331683,colbs255,2,0
1633361,firefly-cpp,42,0
16345077,ItsCrem,2,0
16345849,Pacman99,1,0
1634990,thomasjm,105,0
16356569,schonfinkel,11,0
16359093,xinyangli,9,0
16364318,squarepear,10,0
16365952,r17x,10,0
163706,douglaz,1,0
16374374,jshcmpbll,16,0
163793,lunaris,1,0
163858,svenssonaxel,1,0
1638690,ipetkov,29,0
163899,regadas,6,0
1639083,johnjameswhitman,6,0
163922304,eflanagan0,9,0
16401735,ktaf,9,0
1640697,phile314,3,0
1640719,fiksn,2,0
1640900,KyleOndy,5,0
1641042,justuswilhelm,2,0
164148,bcdarwin,485,0
16415673,vtuan10,29,0
164197,techknowlogick,473,0
16426882,bfortz,4,0
164272208,infinixbot,64,0
1643293,lukateras,2,5
16440823,mtreca,1,0
1645646,Zocker1999NET,10,0
1646744,denbeigh2000,3,0
16470252,gazally,1,0
16472988,zapashcanon,2,0
16480903,stffffn,4,0
164962,tams,1,0
16507,afh,300,17
165115,robinkrahl,7,0
1651325,maralorn,1683,479
16514431,ilaumjd,4,0
1653,shift,2,0
16537697,pietdevries94,2,0
16545322,MrQubo,1,0
165517462,Nobody-alias-N,19,0
1657498,jkarni,4,0
16594754,mlyxshi,7,0
16596935,marcovr,1,0
166042,rattboi,2,0
166057949,anitahammer,1,0
1661,coat,2,0
166108,growler,1,0
1662219,autc04,1,0
16628163,dithpri,1,0
1663259,joepie91,3,0
16649926,benhiemer,9,0
166523163,d73027e7,1,0
16665913,mschuwalow,3,0
166791,neilmayhew,12,0
16680090,Ben-PH,4,0
166866795,technosophist,1,0
16693043,developer-guy,33,0
167209,omasanori,5,0
16722709,Carlos-Marques,1,0
16725,nelhage,1,0
1672874,ivanbrennan,12,0
16734772,sumnerevans,163,0
16737959,rdk31,3,0
1675190,Prillan,17,0
167621692,hustlerone,9,0
16764295,tracteurblinde,8,0
167740,abl,1,0
16779,rickynils,5,2
167810313,gdw2vs,1,0
1678126,malbarbo,2,0
167842,keoko,1,0
167881,spacefrogg,24,0
1680079,lesteve,1,0
168143489,gale-username,7,0
16819092,hekazu,2,0
16820960,timschumi,30,0
16821405,ben-kuhn,3,0
1682194,scotttrinh,2,0
168227269,dpomykala,1,0
16829510,aaronjanse,4,0
1682954,fliiiix,12,0
168301,l0b0,160,0
1683332,bnavetta,1,0
1683595,dudeofawesome,1,0
168397,xsteadfastx,1,0
1684013,phicyclist,2,0
168406273,kurtbahartr,1,0
1684211,jhvst,1,0
16843792,dan-smetana,9,0
16844216,sheepforce,193,0
16847957,appleboblin,2,0
1685403,GeoffreyFrogeye,3,0
168610,wizeman,5,0
168660824,athyfr,1,0
16867492,rgo3,1,0
168684553,Johny-LPM,14,0
168804988,sugar700,3,0
16890663,Bogay,1,0
16895361,dalpd,30,0
1689801,chekoopa,3,0
1690450,sivizius,7,0
16905083,pawbur,1,0
16906199,RCoeurjoly,20,0
1690697,refi64,7,0
16915589,gou4shi1,3,0
16916972,mzacho,3,0
169249,alunduil,2,0
1692490,yellowhat,5,0
16938952,no-materials,2,0
1694986,ofalvai,174,0
16950437,cwyc,7,0
169547,elliottneilclark,2,0
16955157,virchau13,17,0
1697444,stusmall,1,0
1699466,michaelpj,5,0
17001903,unbel13ver,6,0
17003032,wcarlsen,7,0
1700346,mzhang28,0,0
17008682,quernd,1,0
170205030,wskeele,2,0
17021304,P-E-Meunier,2,0
170223469,yuuko-partyvan,1,0
17023,breezeight,1,0
170248184,decromo,1,0
17029738,jecaro,9,0
1703002,samip5,1,0
170473930,usernamenotavailablepleasechooseanother,1,0
17049058,Anton-4,4,0
170618376,paparodeo,295,0
1706418,dstengele,2,0
170649,conradev,1,0
17065574,eminarican,1,0
170693673,luoiuan,1,0
17077205,soukouki,1,0
1707779,crertel,35,0
1708197,j2ghz,6,0
170885528,Peter3579,3,0
17091659,Pablo1107,8,0
1709273,marmolak,3,0
170943,pkosel,2,0
170969,ward,1,0
171007,bheesham,3,0
17111639,devins2518,6,0
1711539,matklad,5,0
17118,kpy3,2,0
17120571,NeverBehave,8,0
1713819,benwaffle,1,0
1714287,414owen,6,0
171436,tom-kuca,1,0
171470,samhug,7,0
17150045,vincenzopalazzo,1,0
17154507,applePrincess,140,0
17183803,Leixb,32,0
1718963,wiktor-k,2,0
1719781,pinpox,117,11
172020348,cezdro,2,0
17208985,alexarice,4,0
1721633,aldur,2,0
17219127,kotatsuyaki,8,0
17227049,mustafasegf,1,0
17240342,Nanotwerp,20,0
17241154,running-grass,15,0
17243,algernon,2,0
17243347,SebTM,163,35
1725081,rgarza,1,0
17250956,Koschi13,2,0
172527986,electric-castle,1,0
17255804,OlivierLDff,8,0
17255815,hulr,21,0
17258527,TimP4w,1,0
17263645,enkerewpo,1,0
172639817,gs-101,1,0
17264415,bglebrun,8,0
172697,naveensrinivasan,1,0
17274087,peteremiljensen,1,0
1729331,martinetd,116,0
1729497,kouyk,74,0
17296161,nfroger,1,0
17302493,alejo7797,4,0
1730718,kayhide,1,0
173073634,stanleyj-edsn,2,0
1731279,s-ol,2,0
1731537,shelvacu,14,0
1732289,iwanders,7,0
1733846,tylerjl,20,0
17349477,nickdichev,1,0
17351844,friedow,7,0
17357089,Yureien,5,0
173595,alerque,46,0
1736138,cococolanosugar,1,0
1739784,JZL,1,0
1740337,costrouc,1,0
174143420,snowyeline,1,0
174156,timor,1,0
174161,soebbing,1,0
174178099,zhoufanjin,1,0
17461028,bddvlpr,20,0
17462236,make-42,3,0
1746471,fmoda3,8,0
17473656,alexeyabel,1,0
174749595,SigmaSquadron,238,0
1747498,tomcumming,1,0
17477820,Hafflationist,3,0
1748936,PaulGrandperrin,5,0
1749762,jollheef,6,0
17506434,master-hax,3,0
17510944,aravindgopall,2,0
1751956,Stekke,2,0
17529355,iliayar,7,0
1753348,MonsieurV,1,0
1753388,jcaesar,52,0
1754292,yurket,2,0
175462,zah,1,0
17546398,NANASHI0X74,22,0
175485311,d-brasher,5,0
1755789,telotortium,3,0
175650954,murkvin,1,0
1756811,niknetniko,13,0
17572829,kocielnik,1,0
1757910,yonghan,11,0
1757914,montchr,15,0
1758893,caryoscelus,2,0
17589,ku1ik,1,0
1759360,tsheinen,1,0
1759390,Vilsol,2,0
17605298,booniepepper,26,0
1760581,7596ff,1,0
1761259,three,7,0
1761583,mvisonneau,4,0
176233921,crop2000,1,0
1762540,changlinli,1,0
17628961,cyntheticfox,29,0
176295,jonhoo,3,0
176348922,psyclyx,2,0
176372446,katjakwast,2,0
17651736,masozzi,3,0
1765691,RRvW,1,0
176571396,nixupp,1,0
17662218,sjmonson,6,0
1767581,BeiNacht,1,0
17690377,ppenguin,23,0
17690823,Rotaerk,3,0
1769386,liamdiprose,2,0
17701,IslandUsurper,1,0
1770139,twillingham,1,0
17706737,martin-fink,1,0
1771109,swflint,9,0
177119872,b521f771d8991e6f1d8e65ae05a8d783,1,0
1771266,voanhduy1512,5,0
1771332,vlaci,48,0
1771772,neosimsim,11,0
1772064,zookatron,3,0
17724308,prTopi,2,0
17727163,itsvic-dev,5,0
17733984,jali-clarke,3,0
1774125,rbreslow,5,0
1774239,charlieegan3,8,0
1775352,skyfmmf,4,0
1776,bronson,1,0
1776440,edman,1,0
1776903,mirrexagon,5,0
17785017,bluesheeptoken,1,0
1778670,khaneliman,1019,718
1779619,SoniEx2,3,0
17805516,rohanssrao,3,0
1780588,malt3,26,0
17818950,syedmoizurrehman,3,0
178226,tomjnixon,5,0
17829319,ilya-fedin,68,0
17830687,frencojobs,1,0
1783085,DiGMi,3,0
1783098,Chais,4,0
17833726,KGB33,1,0
17836748,ursi,5,0
178444,tomberek,162,572
178496,pmiddend,22,0
178507884,0x3fiona,2,0
1785925,vcunat,50347,2641
17859309,LovingMelody,8,0
17859747,Maxwell-lt,8,0
1786438,jonas-schievink,2,0
17868838,kgtkr,2,0
17873203,Ninlives,16,0
1788114,megheaiulian,9,0
1792886,JulienMalka,98,111
179298557,dcdq,1,0
17930657,znd4,4,0
179548,yvesf,11,0
17962023,ri-char,2,0
17965629,usmcamp0811,18,0
179775,polynomial,3,0
1798101,pbek,49,0
1798307,calliecameron,2,0
1798943,otherjason,3,0
17993169,9p4,3,0
179959137,nvimtor,2,0
180068,coderofsalvation,2,0
18014039,GeopJr,27,0
180287497,kajusnau,1,0
18033664,stephenstubbs,2,0
1804871,dxops,8,0
180565002,ejstrunz,1,0
18057080,MarcEichler,1,0
18059545,Lite5h4dow,3,0
18085551,kxxt,4,0
1809198,NULLx76,20,0
18103544,pestctrl,2,0
181076,zvictor,3,0
18124752,SRv6d,3,0
1812566,brynedwards,1,0
18134219,zimeg,4,0
181535,zombiezen,15,0
18155001,redxtech,9,0
1817528,iopq,8,0
18178614,heywoodlh,12,0
18198898,Corristo,2,0
182024,larsr,5,0
1820447,yrd,25,0
18213227,Eisfunke,4,0
18223295,michaelhthomas,1,0
18224684,cireu,1,0
18238046,iagocq,2,0
18248986,fxzzi,18,0
18249234,amz-x,5,0
18262089,97nomad,1,0
182646310,boldikoller,3,0
18282288,Strum355,15,0
1828822,nakato,4,0
1829286,digitalrane,5,0
1829294,steve-chavez,1,0
18294397,RossSmyth,33,0
1830959,piperswe,14,0
18313093,rissson,8,0
183133546,PandapipBot,7,0
183276,toelke,3,0
183277,agj,2,0
18341515,jwetzell,1,0
18356186,bugarela,2,0
183649,lenage,1,0
183652,dmcardle,1,0
18369995,TheColorman,6,0
18372958,parlough,1,0
18373623,mrbrownt,4,0
