3998
149484
537775
1839166
4350451
7254833
7548295
7673602
7961110
11302521
12958815
16732294
20419453
30756411
34083928
34454443
35755639
37933096
44329446
61781343
61844926
78925721
86169957
108555921
122415033
152606358
170597457
170602754
182546216
189302218
195635798
